P0DTC2_197	P0DTC2_197
P0DTC3_10	P0DTC3_10
P0DTC9_48	P0DTC9_48
P0DTC2_250	P0DTC2_250
P0DTC2_250	P0DTC2_76
P0DTD1_42	P0DTD1_42
P0DTD1_54	P0DTD1_54
P0DTC2_268	P0DTC2_268
P17763_375	P17763_375
P17763_375	Q32ZE1_145
P17763_375	P17763_374
P17763_375	P17763_373
P17763_375	P03314_3
P17763_375	P17763_3
P17763_375	P17763_47
P17763_375	P17763_1
P0DTC2_331	P0DTC2_331
P0DTC2_331	P0DTC2_332
P0DTD1_99	P0DTD1_99
P0DTD1_122	P0DTD1_122
P0DTD1_137	P0DTD1_137
Q7K740_57	Q7K740_57
Q76R61_7	Q76R61_7
Q76R61_7	P0C767_29
Q76R61_7	P0C767_30
Q76R61_7	P0C767_31
Q76R61_7	P0C767_65
Q76R61_7	Q76R61_3
Q76R61_7	P0C767_59
Q76R61_7	P0C767_26
Q76R61_7	P0C767_27
Q76R61_7	P0C767_28
P27958_376	P27958_376
P27958_388	P27958_388
P27958_417	P27958_417
P27958_429	P27958_429
P27958_439	P27958_439
P27958_439	P27958_438
C1GK29_12	C1GK29_12
P0DTC9_72	P0DTC9_72
P0DTC5_40	P0DTC5_40
P0DTD1_62	P0DTD1_62
P0DTD1_62	P0DTD1_119
P0DTD1_62	P0DTD1_186
P0DTD1_77	P0DTD1_77
P0DTC2_293	P0DTC2_293
P0DTC2_293	P0DTC2_386
P0DTC2_293	P0DTC2_86
P0DTC2_308	P0DTC2_308
P0DTC2_324	P0DTC2_324
P0DTD1_111	P0DTD1_111
P0DTD1_127	P0DTD1_127
P09291_1	P09291_1
P09255_6	P09255_6
P09255_6	P09255_1
P0DTC9_133	P0DTC9_133
A0A088RL33_7	A0A088RL33_7
P0DTC2_407	P0DTC2_407
P0DTC2_407	P0DTC2_510
P0DTC2_407	P0DTC2_302
P0DTC2_407	P0DTC2_404
P0DTC2_407	P0DTC2_369
P0DTC2_429	P0DTC2_429
P0DTC2_429	P0DTC2_521
P0DTC2_429	P0DTC2_382
K9N5Q8_7	K9N5Q8_7
K9N5Q8_7	P36334_1
P0DTD1_174	P0DTD1_174
P0DTD1_199	P0DTD1_199
P0DTD1_226	P0DTD1_226
P09260_19	P09260_19
P0DTC2_524	P0DTC2_524
P0DTC2_524	P0DTC2_305
Q45013_2	Q45013_2
P0DTC5_93	P0DTC5_93
P0DTC5_93	P0DTC5_30
A0A4Y5WWH7_2	A0A4Y5WWH7_2
A0A4Y5WWH7_2	Q81871_8
P27958_1	P27958_1
P27958_1	P27958_486
P9WQP1_4	P9WQP1_4
P9WQP1_4	P9WQP1_5
Q7KQL9_1	Q7KQL9_1
P9WQP1_12	P9WQP1_12
P04977_2	P04977_2
P04977_2	P04977_1
P04977_2	P04977_3
P50498_4	P50498_4
P50498_4	P50498_1
Q8I5D2_2	Q8I5D2_2
P27958_114	P27958_114
P9WQP3_6	P9WQP3_6
P9WQP3_6	P9WQP1_20
P9WQP3_6	P9WQP3_7
P27958_135	P27958_135
P27958_145	P27958_145
P27958_145	P27958_146
Q07297_1	Q07297_1
Q76R62_5	Q76R62_5
P27958_194	P27958_194
P27958_194	P27958_392
P27958_194	P27958_578
P27958_194	P27958_631
Q9TY95_4	Q9TY95_4
P9WNK5_17	P9WNK5_17
P9WNK5_17	P9WNK5_39
A1JIP3_1	A1JIP3_1
P27958_249	P27958_249
P0CL66_14	P0CL66_14
P0CL66_14	P0CL66_13
P0CL66_14	P0CL66_32
P0CL66_14	P0CL66_36
P0CL66_14	P0CL66_26
Q9PZT0_1	Q9PZT0_1
P07566_13	P07566_13
P07566_13	P07566_43
P27958_283	P27958_283
P27958_295	P27958_295
P27958_295	P27958_296
Q81871_16	Q81871_16
P13826_39	P13826_39
P9WGU1_15	P9WGU1_15
P24094_12	P24094_12
P24094_12	P24094_15
P27958_363	P27958_363
P27958_363	P27958_623
P27958_363	P27958_638
P27958_373	P27958_373
P27958_379	P27958_379
P27958_390	P27958_390
P9WPE7_9	P9WPE7_9
P19993_38	P19993_38
P19993_38	P9WMJ9_1
Q81871_25	Q81871_25
P68336_13	P68336_13
P27958_489	P27958_489
P27958_501	P27958_501
P27958_529	P27958_529
P07566_31	P07566_31
Q8IBE8_2	Q8IBE8_2
P46392_1	P46392_1
Q76R61_10	Q76R61_10
P9WIN9_21	P9WIN9_21
P10230_1	P10230_1
P27958_605	P27958_605
Q9Q6P4_41	Q9Q6P4_41
P15917_20	P15917_20
Q9WMB5_24	Q9WMB5_24
Q69467_6	Q69467_6
Q69467_31	Q69467_31
P27958_618	P27958_618
P9WNK7_41	P9WNK7_41
P24094_13	P24094_13
P19993_35	P19993_35
P27958_431	P27958_431
P27958_431	P27958_254
P27958_431	P27958_419
P50498_20	P50498_20
P03182_3	P03182_3
Q8I0U8_7	Q8I0U8_7
P50498_22	P50498_22
P9WMK1_17	P9WMK1_17
P27958_554	P27958_554
Q786F2_2	Q786F2_2
P9WIN9_20	P9WIN9_20
P27958_592	P27958_592
Q96895_1	Q96895_1
P27958_606	P27958_606
P0CL66_35	P0CL66_35
Q8I0U8_17	Q8I0U8_17
P15917_21	P15917_21
Q9WMB5_26	Q9WMB5_26
Q69467_33	Q69467_33
Q7AQJ8_1	Q7AQJ8_1
P03126_7	P03126_7
P04012_6	P04012_6
P9WNK7_44	P9WNK7_44
P9WNK7_44	P9WNK7_38
A0A0K0K0J2_1	A0A0K0K0J2_1
P9WNI3_1	P9WNI3_1
Q9Q6P4_71	Q9Q6P4_71
I6XFI7_1	I6XFI7_1
P9WKJ7_2	P9WKJ7_2
P9WI47_2	P9WI47_2
P95137_1	P95137_1
P9WQ49_1	P9WQ49_1
Q79FK6_3	Q79FK6_3
Q79FK6_3	P9WI19_2
Q79FK6_3	P9WHY3_2
Q79FK6_3	P9WI07_2
P9WIE7_1	P9WIE7_1
P9WL97_1	P9WL97_1
P9WJF5_1	P9WJF5_1
P9WI43_2	P9WI43_2
O50430_1	O50430_1
P46842_3	P46842_3
P0CAP6_1	P0CAP6_1
P17763_66	P17763_66
P17763_66	P17763_227
P9WPS5_1	P9WPS5_1
P9WP77_1	P9WP77_1
L0T2W6_1	L0T2W6_1
I6Y460_2	I6Y460_2
P14336_15	P14336_15
P14336_47	P14336_47
P14336_79	P14336_79
V4Z6M2_2	V4Z6M2_2
V4Z6M2_2	V4Z6M2_1
P09272_1	P09272_1
P9WNK3_19	P9WNK3_19
P09272_12	P09272_12
P9WIR7_22	P9WIR7_22
P17763_115	P17763_115
P17763_115	P17763_98
P17763_115	P17763_44
P17763_137	P17763_137
P17763_137	P17763_136
P17763_137	P17763_307
P17763_137	P17763_306
P17763_137	Q32ZE1_172
P17763_137	Q9Q6P4_35
P55969_32	P55969_32
Q32ZE1_46	Q32ZE1_46
Q9U6V4_2	Q9U6V4_2
Q32ZE1_82	Q32ZE1_82
P09264_13	P09264_13
A5K1W7_4	A5K1W7_4
P17763_171	P17763_171
P17763_235	P17763_235
P17763_299	P17763_299
P17763_331	P17763_331
P17763_331	P17763_330
P29996_8	P29996_8
Q83C69_1	Q83C69_1
Q69028_5	Q69028_5
B6DVW7_5	B6DVW7_5
Q4DR49_1	Q4DR49_1
P0DTC2_23	P0DTC2_23
Q6MX49_1	Q6MX49_1
Q6MX49_1	Q79FI9_2
Q6MX49_1	Q79FI8_1
P09259_67	P09259_67
P09259_99	P09259_99
P0DTC2_74	P0DTC2_74
P0DTC6_1	P0DTC6_1
P0DTC2_145	P0DTC2_145
P0DTC2_218	P0DTC2_218
P0DTC9_73	P0DTC9_73
P0DTD1_64	P0DTD1_64
P0DTC5_52	P0DTC5_52
P0DTD8_1	P0DTD8_1
A4IAQ8_1	A4IAQ8_1
P0DTC9_97	P0DTC9_97
P0DTC9_113	P0DTC9_113
P0DTD1_94	P0DTD1_94
P0DTD1_113	P0DTD1_113
P0DTD1_130	P0DTD1_130
P09307_7	P09307_7
P09291_8	P09291_8
P09260_16	P09260_16
P0DTC2_385	P0DTC2_385
P0DTC2_385	P0DTC2_144
P0DTC2_385	P0DTC2_438
P0DTC2_455	P0DTC2_455
P0DTC2_455	P0DTC2_326
P0DTC2_455	P0DTC2_458
P0DTC2_455	P0DTC2_352
P0DTD1_163	P0DTD1_163
A0A1L2KGD3_1	A0A1L2KGD3_1
A0A1L2KGD3_1	F1DB20_1
P0DTD1_177	P0DTD1_177
P0DTD1_203	P0DTD1_203
P0C767_79	P0C767_79
O51157_1	O51157_1
P0DTD1_230	P0DTD1_230
NA_18	NA_18
P06198_1	P06198_1
P19993_4	P19993_4
P07566_3	P07566_3
P67875_1	P67875_1
P27958_64	P27958_64
P27958_64	P27958_92
P27958_70	P27958_70
Q7K740_7	Q7K740_7
P27958_84	P27958_84
P27958_84	P27958_83
P9WNK7_6	P9WNK7_6
P33768_1	P33768_1
Q01023_1	Q01023_1
P27958_124	P27958_124
P09310_6	P09310_6
P14075_2	P14075_2
P9WK61_6	P9WK61_6
P27958_171	P27958_171
Q9TY95_3	Q9TY95_3
P27958_197	P27958_197
P27958_212	P27958_212
P9WNK5_18	P9WNK5_18
P27958_241	P27958_241
P27958_276	P27958_276
P27958_284	P27958_284
P27958_298	P27958_298
P27958_307	P27958_307
NA_6	NA_6
P27958_336	P27958_336
P27958_336	P27958_476
Q5NEM8_1	Q5NEM8_1
P68336_11	P68336_11
Q9PZT1_4	Q9PZT1_4
P27958_422	P27958_422
P9WMK1_12	P9WMK1_12
P27958_453	P27958_453
Q7K740_85	Q7K740_85
Q7K740_85	Q7K740_84
P04977_5	P04977_5
P06198_10	P06198_10
P0CL66_29	P0CL66_29
P0CL66_31	P0CL66_31
P13423_10	P13423_10
P27958_574	P27958_574
P24094_18	P24094_18
P27958_593	P27958_593
P24301_26	P24301_26
P15917_11	P15917_11
P15917_22	P15917_22
Q9WMB5_27	Q9WMB5_27
Q9WMB5_27	Q9WMB5_4
Q69467_10	Q69467_10
Q69467_10	Q69467_25
Q69467_34	Q69467_34
Q9CB44_1	Q9CB44_1
P03126_8	P03126_8
P04012_7	P04012_7
A0A0J9XTJ8_1	A0A0J9XTJ8_1
Q9Q6P4_72	Q9Q6P4_72
P27958_624	P27958_624
P9WHY7_1	P9WHY7_1
I6YDV4_1	I6YDV4_1
P96354_1	P96354_1
P9WGH1_1	P9WGH1_1
P9WJE5_3	P9WJE5_3
O06393_2	O06393_2
I6Y293_1	I6Y293_1
P9WPU5_3	P9WPU5_3
Q6MX50_1	Q6MX50_1
P9WNQ3_5	P9WNQ3_5
P9WK55_1	P9WK55_1
P17763_33	P17763_33
P03452_15	P03452_15
P17763_67	P17763_67
Q8YC41_2	Q8YC41_2
P9WNA9_4	P9WNA9_4
Q8YBI3_1	Q8YBI3_1
Q8YIE1_1	Q8YIE1_1
P14336_16	P14336_16
P14336_48	P14336_48
P14336_80	P14336_80
P09272_2	P09272_2
P9WNI7_5	P9WNI7_5
P09257_3	P09257_3
P9WIR7_23	P9WIR7_23
S5Y3I5_11	S5Y3I5_11
S5Y3I5_11	Q9Q6P4_19
P55969_33	P55969_33
L0T243_2	L0T243_2
L0T243_2	L0T243_1
Q32ZE1_22	Q32ZE1_22
Q32ZE1_22	P17763_160
Q32ZE1_22	P17763_161
Q32ZE1_22	P17763_162
Q32ZE1_22	P17763_163
Q32ZE1_22	Q9Q6P4_5
Q32ZE1_22	P03314_1
A0A3Q8IFS8_2	A0A3Q8IFS8_2
A0A3Q8IFS8_2	A0A3Q8IFS8_1
Q32ZE1_55	Q32ZE1_55
P0A0V0_4	P0A0V0_4
P0A0V0_4	P0A0V0_3
P09264_14	P09264_14
P17763_236	P17763_236
P17763_300	P17763_300
P17763_332	P17763_332
P17763_332	P17763_321
P0C767_62	P0C767_62
P29996_9	P29996_9
Q9ZH99_1	Q9ZH99_1
Q69028_6	Q69028_6
B6DVW7_6	B6DVW7_6
Q4D8B3_1	Q4D8B3_1
P0DTC2_24	P0DTC2_24
P0DTC2_24	P0DTC2_383
P9WHX5_1	P9WHX5_1
P0DTC9_12	P0DTC9_12
P0DTC2_75	P0DTC2_75
P0DTC2_166	P0DTC2_166
P0DTC2_166	P0DTC2_8
P0DTC2_189	P0DTC2_189
P0DTC9_45	P0DTC9_45
P0DTC9_45	P0DTC9_125
P0DTC9_54	P0DTC9_54
P0DTC9_69	P0DTC9_69
P0DTC9_69	P0DTC9_66
P0DTC9_69	P0DTC9_47
P0DTC9_74	P0DTC9_74
P0DTC3_18	P0DTC3_18
P0DTD1_65	P0DTD1_65
P0DTD1_65	P0DTD1_90
P0DTD1_65	P0DTD1_187
P0DTC8_21	P0DTC8_21
P0DTC5_53	P0DTC5_53
A4IB22_1	A4IB22_1
P0DTC9_98	P0DTC9_98
P0DTC9_114	P0DTC9_114
P0DTD1_95	P0DTD1_95
P0DTD1_114	P0DTD1_114
P0DTD1_131	P0DTD1_131
P09272_16	P09272_16
P09269_14	P09269_14
P0DTC2_403	P0DTC2_403
P0DTC2_433	P0DTC2_433
P0DTC2_456	P0DTC2_456
P0DTC2_456	P0DTC2_507
P0DTC2_456	P0DTC2_337
P0DTC2_456	P0DTC2_355
P0DTC2_469	P0DTC2_469
P0DTC2_469	P0DTC2_120
P0DTC2_469	P0DTC2_491
P0DTC2_469	P0DTC2_292
P0DTC2_469	P0DTC2_376
P0DTC2_469	P0DTC2_415
P0DTC2_469	P0DTC2_122
P0DTC2_469	P0DTC2_200
P0DTC2_469	P0DTC2_335
P0DTC2_483	P0DTC2_483
P0DTC2_483	P0DTC2_184
P0DTC2_483	P0DTC2_466
P0DTC2_483	P0DTC2_373
P0DTC2_483	P0DTC2_299
Q5MQD0_1	Q5MQD0_1
P0DTD1_204	P0DTD1_204
P0DTC2_499	P0DTC2_499
P0DTC2_499	P0DTC2_87
P0DTC2_499	P0DTC2_297
Q69027_18	Q69027_18
P0DTC2_528	P0DTC2_528
P0DTC2_528	P0DTC2_442
O51578_1	O51578_1
P0DTD1_231	P0DTD1_231
P0DTD1_231	P0DTD1_33
A0A4Y5WWH7_4	A0A4Y5WWH7_4
A5K1G9_1	A5K1G9_1
A5K1G9_1	P13826_27
A5K1G9_1	P13826_1
P06198_2	P06198_2
P27958_17	P27958_17
P27958_29	P27958_29
P13826_7	P13826_7
P13826_7	P13826_48
P68336_2	P68336_2
P27958_85	P27958_85
P19993_8	P19993_8
P50641_1	P50641_1
P68336_5	P68336_5
P27958_116	P27958_116
P27958_162	P27958_162
Q9TY95_2	Q9TY95_2
P27958_182	P27958_182
P27958_182	P27958_267
P9WK61_7	P9WK61_7
P27958_213	P27958_213
P0CL66_11	P0CL66_11
P0CL66_15	P0CL66_15
P0CL66_17	P0CL66_17
P14075_6	P14075_6
P06725_1	P06725_1
P9WGU1_12	P9WGU1_12
Q49738_1	Q49738_1
P27958_333	P27958_333
P27958_333	P27958_589
Q9WMB5_12	Q9WMB5_12
P07566_23	P07566_23
P07566_23	P07566_41
P12978_1	P12978_1
Q5NIA7_1	Q5NIA7_1
P9WIN9_15	P9WIN9_15
P03206_1	P03206_1
P27958_423	P27958_423
P0CL66_20	P0CL66_20
P9WMK1_13	P9WMK1_13
P9WMK1_13	P9WMK1_9
P19993_39	P19993_39
P27958_464	P27958_464
P06198_9	P06198_9
P29498_3	P29498_3
Q81871_29	Q81871_29
P9WIN9_19	P9WIN9_19
P9WQP1_71	P9WQP1_71
P9WQP1_71	P9WQP1_41
P9WQP1_71	P9WQP3_21
P9WQP1_71	P9WQP1_19
P0C923_1	P0C923_1
P07566_36	P07566_36
P07566_40	P07566_40
Q69027_9	Q69027_9
Q69027_9	Q69027_10
Q59191_1	Q59191_1
P15917_23	P15917_23
Q9WMB5_28	Q9WMB5_28
Q69467_11	Q69467_11
Q49769_1	Q49769_1
P03126_9	P03126_9
P04012_8	P04012_8
S5Y3I5_2	S5Y3I5_2
Q9Q6P4_47	Q9Q6P4_47
P9WNK7_51	P9WNK7_51
P9WNK7_51	P9WNK7_36
P9WNK7_51	P9WNK7_48
P9WNK7_51	P9WNK7_18
P9WNK7_51	P9WNK7_53
Q9Q6P4_73	Q9Q6P4_73
Q9Q6P4_105	Q9Q6P4_105
P27958_625	P27958_625
L7N693_1	L7N693_1
P9WHV9_1	P9WHV9_1
P96873_1	P96873_1
P9WHY9_4	P9WHY9_4
O06393_3	O06393_3
P9WG63_2	P9WG63_2
P9WHE5_1	P9WHE5_1
P9WMY9_1	P9WMY9_1
P9WJS5_3	P9WJS5_3
P9WHT7_2	P9WHT7_2
P55969_1	P55969_1
P03452_16	P03452_16
L0T7Y7_1	L0T7Y7_1
P9WKX1_1	P9WKX1_1
P9WND7_2	P9WND7_2
O53781_1	O53781_1
Q8YDZ3_3	Q8YDZ3_3
P14336_17	P14336_17
P14336_49	P14336_49
P14336_81	P14336_81
P09247_4	P09247_4
P9WI25_3	P9WI25_3
P09259_18	P09259_18
P9WIR7_24	P9WIR7_24
P9WGU1_23	P9WGU1_23
P55969_34	P55969_34
P9WJD7_3	P9WJD7_3
P0C767_61	P0C767_61
Q32ZE1_56	Q32ZE1_56
Q32ZE1_84	Q32ZE1_84
Q32ZE1_84	Q32ZE1_148
P0A0V0_5	P0A0V0_5
P09258_6	P09258_6
Q32ZE1_108	Q32ZE1_108
P17763_269	P17763_269
P17763_269	P17763_259
P17763_301	P17763_301
Q32ZE1_155	Q32ZE1_155
P29996_10	P29996_10
Q83DK8_1	Q83DK8_1
Q69027_13	Q69027_13
Q69027_13	Q69027_11
B6DVW7_7	B6DVW7_7
Q4CYG1_1	Q4CYG1_1
P0DTC2_25	P0DTC2_25
P0DTC9_13	P0DTC9_13
P0DTC9_13	P0DTC9_116
P09259_69	P09259_69
P09259_101	P09259_101
P0DTC3_2	P0DTC3_2
P0DTC2_101	P0DTC2_101
P0DTC2_124	P0DTC2_124
P0DTC2_146	P0DTC2_146
P0DTC2_167	P0DTC2_167
P0DTC2_190	P0DTC2_190
P0DTC2_220	P0DTC2_220
P0DTC2_220	P0DTC2_244
P0DTC2_220	P0DTC2_474
P0DTC9_55	P0DTC9_55
P0DTC9_55	P0DTC9_6
P0DTC9_55	P0DTC9_11
P0DTC9_55	P0DTC9_71
P0DTC8_5	P0DTC8_5
P0DTC8_11	P0DTC8_11
P0DTC5_41	P0DTC5_41
P0DTD1_66	P0DTD1_66
P0DTC9_88	P0DTC9_88
P0DTC9_88	P0DTC9_33
P0DTC9_88	P0DTC9_162
P0DTC9_88	P0DTC9_46
P0DTC9_88	P0DTC9_60
P0DTC9_88	P0DTC9_173
P0DTC7_5	P0DTC7_5
P0DTD1_96	P0DTD1_96
P0DTD1_115	P0DTD1_115
P09260_1	P09260_1
P09245_3	P09245_3
P0DTC9_134	P0DTC9_134
P0DTC2_434	P0DTC2_434
P0DTC2_434	P0DTC2_285
P0DTC2_434	P0DTC2_526
P0DTC5_72	P0DTC5_72
P0DTC5_72	P0DTC5_63
P0DTC5_79	P0DTC5_79
P0DTD1_179	P0DTD1_179
P0DTD1_205	P0DTD1_205
P0C767_80	P0C767_80
P0C767_80	P0C767_33
A5KDR7_15	A5KDR7_15
A5KDR7_15	A5KDR7_14
P0DTC9_184	P0DTC9_184
P0DTC9_184	P0DTC9_156
P0DTD1_232	P0DTD1_232
P0DTD1_232	P0DTD1_34
NA_19	NA_19
Q5NII0_1	Q5NII0_1
P24301_2	P24301_2
P9WNK5_9	P9WNK5_9
P9WNK5_9	P9WNK5_6
P9WNK5_9	P9WNK5_48
P9WNK5_9	P9WNK5_33
P9WNK5_9	P9WNK5_37
P9WNK5_9	P9WNK5_7
P9WNK5_9	P9WNK5_5
P9WNK5_9	P9WNK5_41
P9WNK5_9	P9WNK5_30
P9WPE7_4	P9WPE7_4
P50498_3	P50498_3
P9WK61_2	P9WK61_2
P27958_79	P27958_79
P27958_79	P27958_447
P27958_79	P27958_78
P27958_79	P27958_448
P19993_9	P19993_9
P27958_111	P27958_111
P27958_117	P27958_117
P03485_1	P03485_1
P13423_1	P13423_1
P07566_6	P07566_6
P0CC04_1	P0CC04_1
Q81871_10	Q81871_10
P13423_3	P13423_3
P13826_32	P13826_32
P27958_242	P27958_242
P03211_2	P03211_2
P03182_2	P03182_2
Q8I0U6_10	Q8I0U6_10
